fiscal_yr,service_id,service_std_id,service_std_en,service_std_fr,service_std_url_en,service_std_url_fr,service_std_type,target_type,service_std_target,volume_meeting_target,total_volume,performance,gcss_tool_fiscal_yr,channel,standard_channel_comment_en,standard_channel_comment_fr,standard_comment_en,standard_comment_fr,realtime_result_url_en,realtime_result_url_fr
2017-2018,147,422,Acknowledge receipt of your application within 1 business day,Accuser réception de votre demande dans un délai d’un jour ouvrable;,http://www.agr.gc.ca/eng/programs-and-services/agricultural-greenhouse-gases-program-service-standards/?id=1469471448786,http://www.agr.gc.ca/fra/programmes-et-services/programme-de-lutte-contre-les-gaz-a-effet-de-serre-en-agriculture-normes-de-service/?id=1469471448786,time,percentage,0.8,0,0,ND,2014-2015,NA,NA,NA,NA,NA,http://www.agr.gc.ca/eng/programs-and-services/agricultural-greenhouse-gases-program-step-3-how-to-apply/?id=1461259731822,http://www.agr.gc.ca/fra/programmes-et-services/programme-de-lutte-contre-les-gaz-a-effet-de-serre-en-agriculture-etape-3-comment-presenter-une-demande/?id=1461259731822
2017-2018,147,784,"Assess your application and send you an approval or rejection letter within 100 business days after the July 8, 2016 intake deadline and having received a fully complete application package","Évaluer votre demande et vous envoyer une lettre d’avis d’approbation ou de rejet dans les 100 jours ouvrables suivant la date d’échéance du 8 juillet 2016, pour la période de réception et ayant reçu une demande complet;",http://www.agr.gc.ca/eng/programs-and-services/agricultural-greenhouse-gases-program-service-standards/?id=1469471448786,http://www.agr.gc.ca/fra/programmes-et-services/programme-de-lutte-contre-les-gaz-a-effet-de-serre-en-agriculture-normes-de-service/?id=1469471448786,acces,percentage,0.8,0,0,ND,2014-2015,NA,NA,NA,NA,NA,http://www.agr.gc.ca/eng/programs-and-services/agricultural-greenhouse-gases-program-step-3-how-to-apply/?id=1461259731822,http://www.agr.gc.ca/fra/programmes-et-services/programme-de-lutte-contre-les-gaz-a-effet-de-serre-en-agriculture-etape-3-comment-presenter-une-demande/?id=1461259731822
2017-2018,147,420,Respond to general inquiries made to our phone and email address before the end of the next business day,Répondre aux demandes de renseignements généraux formulées par téléphone ou par courriel au plus tard à la fin de la journée ouvrable suivante;,http://www.agr.gc.ca/eng/programs-and-services/agricultural-greenhouse-gases-program-service-standards/?id=1469471448786,http://www.agr.gc.ca/fra/programmes-et-services/programme-de-lutte-contre-les-gaz-a-effet-de-serre-en-agriculture-normes-de-service/?id=1469471448786,time,percentage,0.8,6,6,1,2014-2015,NA,NA,NA,NA,NA,http://www.agr.gc.ca/eng/programs-and-services/agricultural-greenhouse-gases-program-step-3-how-to-apply/?id=1461259731822,http://www.agr.gc.ca/fra/programmes-et-services/programme-de-lutte-contre-les-gaz-a-effet-de-serre-en-agriculture-etape-3-comment-presenter-une-demande/?id=1461259731822
2017-2018,147,424,Send you a payment within 30 business days of receipt of a duly completed and documented claim. This is applicable only if an agreement is signed,Expédier un paiement dans les 30 jours ouvrables suivant la réception d’une demande de règlement dûment remplie et justifiée. Cette mesure s’applique uniquement si une entente est signée.,http://www.agr.gc.ca/eng/programs-and-services/agricultural-greenhouse-gases-program-service-standards/?id=1469471448786,http://www.agr.gc.ca/fra/programmes-et-services/programme-de-lutte-contre-les-gaz-a-effet-de-serre-en-agriculture-normes-de-service/?id=1469471448786,time,percentage,0.8,27,27,1,2014-2015,NA,NA,NA,NA,NA,http://www.agr.gc.ca/eng/programs-and-services/agricultural-greenhouse-gases-program-step-3-how-to-apply/?id=1461259731822,http://www.agr.gc.ca/fra/programmes-et-services/programme-de-lutte-contre-les-gaz-a-effet-de-serre-en-agriculture-etape-3-comment-presenter-une-demande/?id=1461259731822
2017-2018,148,779,Our goal is to respond to inquiries before the end of the next business day,Vous recevrez un accusé de réception le même jour ouvrable.,http://www.agr.gc.ca/eng/industry-markets-and-trade/agri-food-trade-services-for-exporters/agriculture-and-food-trade-show-service/trade-show-applicant-guide-canada-pavilion-program/?id=1519931633193,http://www.agr.gc.ca/fra/industrie-marches-et-commerce/services-aux-exportateurs-de-produits-agroalimentaires/service-lie-aux-salons-professionnels-du-secteur-de-l-agriculture-et-de-l-alimentation/guide-du-participant-programme-du-pavillon-du-canada/?id=1519931633193,time,percentage,0.8,429,440,0.975,2016-2017,NA,NA,NA,NA,NA,http://www.agr.gc.ca/eng/about-us/planning-and-reporting/service-standards-at-agriculture-and-agri-food-canada/?id=1481145978400,http://www.agr.gc.ca/fra/a-propos-de-nous/planification-et-rapports/normes-de-service-d-agriculture-et-agroalimentaire-canada/?id=1481145978400
2017-2018,148,780,Response to your inquiry will follow within five business days.,Une réponse à votre demande de renseignements suivra dans les cinq jours ouvrables,http://www.agr.gc.ca/eng/industry-markets-and-trade/agri-food-trade-services-for-exporters/agriculture-and-food-trade-show-service/trade-show-applicant-guide-canada-pavilion-program/?id=1519931633193,http://www.agr.gc.ca/fra/industrie-marches-et-commerce/services-aux-exportateurs-de-produits-agroalimentaires/service-lie-aux-salons-professionnels-du-secteur-de-l-agriculture-et-de-l-alimentation/guide-du-participant-programme-du-pavillon-du-canada/?id=1519931633193,time,percentage,0.8,379,440,0.86136,2016-2017,NA,NA,NA,NA,NA,http://www.agr.gc.ca/eng/about-us/planning-and-reporting/service-standards-at-agriculture-and-agri-food-canada/?id=1481145978400,http://www.agr.gc.ca/fra/a-propos-de-nous/planification-et-rapports/normes-de-service-d-agriculture-et-agroalimentaire-canada/?id=1481145978400
2017-2018,149,782,Provide an estimated delivery date for information products within three (3) business days,Une réponse à votre demande de renseignements suivra dans les cinq jours ouvrables,http://www.agr.gc.ca/eng/industry-markets-and-trade/agri-food-trade-services-for-exporters/single-window-contact-for-agri-food-trade-services/?id=1458757288711,http://www.agr.gc.ca/fra/industrie-marches-et-commerce/services-aux-exportateurs-de-produits-agroalimentaires/guichet-unique-pour-communiquer-avec-le-service-d-exportation-agroalimentaire/?id=1458757288711,acces,percentage,0.8,245,249,0.98394,2016-2017,NA,NA,NA,NA,NA,http://www.agr.gc.ca/eng/about-us/planning-and-reporting/service-standards-at-agriculture-and-agri-food-canada/?id=1481145978400,http://www.agr.gc.ca/fra/a-propos-de-nous/planification-et-rapports/normes-de-service-d-agriculture-et-agroalimentaire-canada/?id=1481145978400
2017-2018,149,AAFC-016-01,Respond to general inquiries made to our phone number or email address before the end of the next business day,Vous recevrez un accusé de réception le meme jour ouvrable,http://www.agr.gc.ca/eng/industry-markets-and-trade/agri-food-trade-services-for-exporters/single-window-contact-for-agri-food-trade-services/?id=1458757288711,http://www.agr.gc.ca/fra/industrie-marches-et-commerce/services-aux-exportateurs-de-produits-agroalimentaires/guichet-unique-pour-communiquer-avec-le-service-d-exportation-agroalimentaire/?id=1458757288711,time,percentage,0.8,234,241,0.97095,2016-2017,NA,NA,NA,NA,NA,http://www.agr.gc.ca/eng/about-us/planning-and-reporting/service-standards-at-agriculture-and-agri-food-canada/?id=1481145978400,http://www.agr.gc.ca/fra/a-propos-de-nous/planification-et-rapports/normes-de-service-d-agriculture-et-agroalimentaire-canada/?id=1481145978400
2017-2018,150,368,A receipt of acknowledgement will be sent the same business day,Vous recevrez un accusé de réception le meme jour ouvrable,http://www.agr.gc.ca/eng/industry-markets-and-trade/agri-food-trade-services-for-exporters/single-window-contact-for-agri-food-trade-services/?id=1458757288711,http://www.agr.gc.ca/fra/industrie-marches-et-commerce/services-aux-exportateurs-de-produits-agroalimentaires/guichet-unique-pour-communiquer-avec-le-service-d-exportation-agroalimentaire/?id=1458757288711,acces,percentage,0.8,429,440,0.975,2016-2017,NA,NA,NA,NA,NA,http://www.agr.gc.ca/eng/about-us/planning-and-reporting/service-standards-at-agriculture-and-agri-food-canada/?id=1481145978400,http://www.agr.gc.ca/fra/a-propos-de-nous/planification-et-rapports/normes-de-service-d-agriculture-et-agroalimentaire-canada/?id=1481145978400
2017-2018,150,785,Response to your inquiry will follow within five business days,Une réponse à votre demande de renseignements suivra dans les cinq jours ouvrables,http://www.agr.gc.ca/eng/industry-markets-and-trade/agri-food-trade-services-for-exporters/single-window-contact-for-agri-food-trade-services/?id=1458757288711,http://www.agr.gc.ca/fra/industrie-marches-et-commerce/services-aux-exportateurs-de-produits-agroalimentaires/guichet-unique-pour-communiquer-avec-le-service-d-exportation-agroalimentaire/?id=1458757288711,acces,percentage,0.8,379,440,0.86136,2016-2017,NA,NA,NA,NA,NA,http://www.agr.gc.ca/eng/about-us/planning-and-reporting/service-standards-at-agriculture-and-agri-food-canada/?id=1481145978400,http://www.agr.gc.ca/fra/a-propos-de-nous/planification-et-rapports/normes-de-service-d-agriculture-et-agroalimentaire-canada/?id=1481145978400
2017-2018,152,787,Send you a final approval or rejection notification within ten (10) business days following receipt of a fully documented application,Vous faire parvenir un avis final d’acceptation ou de refus dans les dix (10) jours ouvrables suivant la réception de la demande dûment documentée,http://www.marquecanadabrand.agr.gc.ca/intro/ser-eng.htm,http://www.marquecanadabrand.agr.gc.ca/intro/ser-fra.htm,acces,percentage,0.8,40,48,0.83333,2016-2017,NA,NA,NA,NA,NA,http://www.agr.gc.ca/eng/about-us/planning-and-reporting/service-standards-at-agriculture-and-agri-food-canada/?id=1481145978400,http://www.agr.gc.ca/fra/a-propos-de-nous/planification-et-rapports/normes-de-service-d-agriculture-et-agroalimentaire-canada/?id=1481145978400
2017-2018,152,786,Respond to general inquiries made to our phone number or email address before the end of the next business day,Répondre aux demandes de renseignements générales reçues par téléphone ou par courriel avant la fin du jour ouvrable suivant,http://www.marquecanadabrand.agr.gc.ca/intro/ser-eng.htm,http://www.marquecanadabrand.agr.gc.ca/intro/ser-fra.htm,time,percentage,0.8,81,89,0.91011,2016-2017,NA,NA,NA,NA,NA,http://www.agr.gc.ca/eng/about-us/planning-and-reporting/service-standards-at-agriculture-and-agri-food-canada/?id=1481145978400,http://www.agr.gc.ca/fra/a-propos-de-nous/planification-et-rapports/normes-de-service-d-agriculture-et-agroalimentaire-canada/?id=1481145978400
2017-2018,152,463,Acknowledge receipt of your application within 1 business day,Accuser réception de vos demandes d'ici un (1) jour ouvrable,http://www.marquecanadabrand.agr.gc.ca/intro/ser-eng.htm,http://www.marquecanadabrand.agr.gc.ca/intro/ser-fra.htm,time,percentage,0.8,44,46,0.95652,2016-2017,NA,NA,NA,NA,NA,http://www.agr.gc.ca/eng/about-us/planning-and-reporting/service-standards-at-agriculture-and-agri-food-canada/?id=1481145978400,http://www.agr.gc.ca/fra/a-propos-de-nous/planification-et-rapports/normes-de-service-d-agriculture-et-agroalimentaire-canada/?id=1481145978400
2017-2018,154,472,Send you a payment within 30 business days of receipt of a duly completed and documented claim. This is applicable only if an agreement is signed,Enverrons un paiement dans les 30 jours ouvrables suivant la réception d’une demande de règlement dûment remplie et justifiée. Cette mesure s’applique uniquement si un accord est signé,http://www.agr.gc.ca/eng/programs-and-services/dairy-processing-investment-fund/step-4-after-you-apply/?id=1494336321511,http://www.agr.gc.ca/fra/programmes-et-services/fonds-d-investissement-dans-la-transformation-des-produits-laitiers/etape-4-apres-avoir-presente-votre-demande/?id=1494336321511,time,percentage,0.8,0,0,ND,2017-2018,NA,NA,NA,NA,NA,http://www.agr.gc.ca/eng/programs-and-services/dairy-processing-investment-fund/step-3-how-to-apply/?id=1494336363841,http://www.agr.gc.ca/fra/programmes-et-services/fonds-d-investissement-dans-la-transformation-des-produits-laitiers/etape-3-comment-presenter-une-demande/?id=1494336363841
2017-2018,154,801,Assess your application and send you an approval or a rejection notification letter within 100 business days of receiving a fully complete applicant package,Evaluerons votre demande et de vous adresser une lettre d’avis d’approbation ou de rejet dans les 100 jours ouvrables suivant la réception du dossier de demande complet,http://www.agr.gc.ca/eng/programs-and-services/dairy-processing-investment-fund/step-4-after-you-apply/?id=1494336321511,http://www.agr.gc.ca/fra/programmes-et-services/fonds-d-investissement-dans-la-transformation-des-produits-laitiers/etape-4-apres-avoir-presente-votre-demande/?id=1494336321511,acces,percentage,0.8,15,18,0.83333,2017-2018,NA,NA,NA,NA,NA,http://www.agr.gc.ca/eng/programs-and-services/dairy-processing-investment-fund/step-3-how-to-apply/?id=1494336363841,http://www.agr.gc.ca/fra/programmes-et-services/fonds-d-investissement-dans-la-transformation-des-produits-laitiers/etape-3-comment-presenter-une-demande/?id=1494336363841
2017-2018,154,AAFC-026-01,Respond to general inquiries made to our phone number or email address before the end of the next business day,Répondrons aux demandes de renseignements généraux formulées par téléphone ou par courriel au plus tard à la fin de la journée ouvrable suivante,http://www.agr.gc.ca/eng/programs-and-services/dairy-processing-investment-fund/step-4-after-you-apply/?id=1494336321511,http://www.agr.gc.ca/fra/programmes-et-services/fonds-d-investissement-dans-la-transformation-des-produits-laitiers/etape-4-apres-avoir-presente-votre-demande/?id=1494336321511,time,percentage,0.8,175,184,0.95109,2017-2018,NA,NA,NA,NA,NA,http://www.agr.gc.ca/eng/programs-and-services/dairy-processing-investment-fund/step-3-how-to-apply/?id=1494336363841,http://www.agr.gc.ca/fra/programmes-et-services/fonds-d-investissement-dans-la-transformation-des-produits-laitiers/etape-3-comment-presenter-une-demande/?id=1494336363841
2017-2018,154,470,Acknowledge receipt of your application within 1 business day,Accuserons réception de votre demande dans un délai d’une journée ouvrable,http://www.agr.gc.ca/eng/programs-and-services/dairy-processing-investment-fund/step-4-after-you-apply/?id=1494336321511,http://www.agr.gc.ca/fra/programmes-et-services/fonds-d-investissement-dans-la-transformation-des-produits-laitiers/etape-4-apres-avoir-presente-votre-demande/?id=1494336321511,time,percentage,0.8,105,126,0.83333,2017-2018,NA,NA,NA,NA,NA,http://www.agr.gc.ca/eng/programs-and-services/dairy-processing-investment-fund/step-3-how-to-apply/?id=1494336363841,http://www.agr.gc.ca/fra/programmes-et-services/fonds-d-investissement-dans-la-transformation-des-produits-laitiers/etape-3-comment-presenter-une-demande/?id=1494336363841
2017-2018,156,303,Acknowledge receipt of your application within 1 business day,Accuser réception de votre demande dans un délai d'une journée ouvrable.,http://www.agr.gc.ca/eng/programs-and-services/dairy-farm-investment-program/after-you-apply/?id=1494271959080,http://www.agr.gc.ca/fra/programmes-et-services/programme-d-investissement-pour-fermes-laitieres/apres-avoir-presente-votre-demande/?id=1494271959080,time,percentage,0.8,3404,3404,1,2017-2018,NA,NA,NA,NA,NA,http://www.agr.gc.ca/eng/programs-and-services/dairy-farm-investment-program/step-4-how-to-apply/?id=1494271080955,http://www.agr.gc.ca/fra/programmes-et-services/programme-d-investissement-pour-fermes-laitieres/etape-4-comment-presenter-une-demande/?id=1494271080955
2017-2018,156,AAFC-027-03,Assess your application and send you an approval or a rejection notification letter within 100 business days of receiving a fully complete application package,Évaluer votre demande et de vous adresser une lettre d'avis d'approbation ou de rejet dans les 100 jours ouvrables suivant la réception du dossier de demande complet.,http://www.agr.gc.ca/eng/programs-and-services/dairy-farm-investment-program/after-you-apply/?id=1494271959080,http://www.agr.gc.ca/fra/programmes-et-services/programme-d-investissement-pour-fermes-laitieres/apres-avoir-presente-votre-demande/?id=1494271959080,acces,percentage,0.8,3117,3228,0.96561,2017-2018,NA,NA,NA,NA,NA,http://www.agr.gc.ca/eng/programs-and-services/dairy-farm-investment-program/step-4-how-to-apply/?id=1494271080955,http://www.agr.gc.ca/fra/programmes-et-services/programme-d-investissement-pour-fermes-laitieres/etape-4-comment-presenter-une-demande/?id=1494271080955
2017-2018,156,330,Send you a payment within 30 business days of receipt of a duly completed and documented claim. This is applicable only if an agreement is signed,Vous envoyer un paiement dans les 30 jours ouvrables suivant la réception d'une demande de règlement dûment remplie et justifiée. Cette mesure s'applique uniquement si un accord est signé.,http://www.agr.gc.ca/eng/programs-and-services/dairy-farm-investment-program/after-you-apply/?id=1494271959080,http://www.agr.gc.ca/fra/programmes-et-services/programme-d-investissement-pour-fermes-laitieres/apres-avoir-presente-votre-demande/?id=1494271959080,time,percentage,0.8,364,366,0.99454,2017-2018,NA,NA,NA,NA,NA,http://www.agr.gc.ca/eng/programs-and-services/dairy-farm-investment-program/step-4-how-to-apply/?id=1494271080955,http://www.agr.gc.ca/fra/programmes-et-services/programme-d-investissement-pour-fermes-laitieres/etape-4-comment-presenter-une-demande/?id=1494271080955
2017-2018,156,AAFC-027-01,Respond to general inquiries made to our phone number or email address before the end of the next business day,Répondre aux demandes de renseignements généraux formulées par téléphone ou par courriel au plus tard à la fin de la journée ouvrable suivante.,http://www.agr.gc.ca/eng/programs-and-services/dairy-farm-investment-program/after-you-apply/?id=1494271959080,http://www.agr.gc.ca/fra/programmes-et-services/programme-d-investissement-pour-fermes-laitieres/apres-avoir-presente-votre-demande/?id=1494271959080,time,percentage,0.8,1261,1587,0.79458,2017-2018,NA,NA,NA,NA,NA,http://www.agr.gc.ca/eng/programs-and-services/dairy-farm-investment-program/step-4-how-to-apply/?id=1494271080955,http://www.agr.gc.ca/fra/programmes-et-services/programme-d-investissement-pour-fermes-laitieres/etape-4-comment-presenter-une-demande/?id=1494271080955
2017-2018,991,917,Our goal is to make a decision for applicants with a terminal illness within 5 business days of receiving a complete terminal illness application,Notre objectif consiste à rendre une décision concernant une demande d'une personne ayant une maladie en phase terminale dans les cinq jours ouvrables suivant la réception de la demande complète de prestations d'invalidité en cas de maladie en phase terminale,https://www.canada.ca/en/employment-social-development/corporate/transparency/service-standards-2017-2018.html#s6,https://www.canada.ca/fr/emploi-developpement-social/ministere/transparence/normes-service-2017-2018.html#s9,time,percentage,0.95,4485,5060,0.88636,2018-2019,NA,NA,NA,NA,NA,ND,ND
2017-2018,991,918,"Our standard: Our goal is to make a decision on applications for a CPP Disability Benefit within 120 calendar days of receiving a complete application 
A complete application includes the three documents listed below, which are the forms required by ESDC to determine your eligibility for CPP Disability Benefit:
1.Application for Disability Benefits
2.Questionnaire for Disability Benefits
3.Medical report","Notre objectif consiste à rendre une décision au sujet d'une demande de prestations d'invalidité du RPC dans les 120 jours civils suivant la réception de la demande complète une demande complète inclut les trois documents suivants, qui sont les formulaires exigés par EDSC afin de déterminer l'admissibilité à la prestation d'invalidité du RPC : 1.Demande de prestations d'invalidité
2.Questionnaire relatif aux prestations d'invalidité
3.Rapport médical",https://www.canada.ca/en/employment-social-development/corporate/transparency/service-standards-2017-2018.html#s6,https://www.canada.ca/fr/emploi-developpement-social/ministere/transparence/normes-service-2017-2018.html#s9,time,percentage,0.8,53229,67088,0.79342,2018-2019,NA,NA,NA,NA,NA,ND,ND
2017-2018,991,913,Our goal is to make a decision for applicants with a grave condition within 30 calendar days of receiving a complete application,Notre objectif consiste à rendre une décision concernant une demande d'un demandeur souffrant d'un état pathologique grave dans les 30 jours civils suivant la réception de la demande complète,https://www.canada.ca/en/employment-social-development/corporate/transparency/service-standards-2017-2018.html#s6,https://www.canada.ca/fr/emploi-developpement-social/ministere/transparence/normes-service-2017-2018.html#s9,time,percentage,0.8,2117,3090,0.68511,2018-2019,NA,NA,NA,NA,NA,ND,ND
2017-2018,991,912,Our goal is to make a decision on a reconsideration request within 120 calendar days of receiving the reconsideration request,Notre objectif consiste à rendre une décision au sujet d'une demande de réexamen dans les 120 jours civils suivant la réception de la demande de réexamen,https://www.canada.ca/en/employment-social-development/corporate/transparency/service-standards-2017-2018.html#s6,https://www.canada.ca/fr/emploi-developpement-social/ministere/transparence/normes-service-2017-2018.html#s9,time,percentage,0.8,7649,9814,0.7794,2018-2019,NA,NA,NA,NA,NA,ND,ND
2017-2018,1001,1454,"Our goal is for OAS/Guaranteed Income Supplement/Allowance, and Allowance for Survivor payments to be accurate","Notre objectif est d’assurer l’exactitude des prestations de la Sécurité de la vieillesse, du Supplément de revenu garanti, de l’Allocation et de l’Allocation au survivant",https://www.canada.ca/en/employment-social-development/corporate/transparency/service-standards-2017-2018.html#s13,https://www.canada.ca/fr/emploi-developpement-social/ministere/transparence/normes-service-2017-2018.html#s13,accur,percentage,0.95,50649512801,51323337481,0.98687,2018-2019,NA,NA,NA,NA,NA,ND,ND
2017-2018,1001,925,Our goal is for OAS basic benefits to be paid within the first month of entitlement,Notre objectif est de verser les prestations de base de la Sécurité de la vieillesse dans le premier mois suivant l’établissement de l’admissibilité,https://www.canada.ca/en/employment-social-development/corporate/transparency/service-standards-2017-2018.html#s13,https://www.canada.ca/fr/emploi-developpement-social/ministere/transparence/normes-service-2017-2018.html#s13,time,percentage,0.9,364582,421574,0.86481,2018-2019,NA,NA,NA,NA,NA,ND,ND
2017-2018,1001,929,Our goal is for OAS calls to be answered by an agent within 10 minutes,Notre objectif est qu’un agent réponde aux appels sur la Sécurité de la vieillesse dans les 10 minutes,https://www.canada.ca/en/employment-social-development/corporate/transparency/service-standards-2017-2018.html#s13,https://www.canada.ca/fr/emploi-developpement-social/ministere/transparence/normes-service-2017-2018.html#s13,time,percentage,0.8,1035433,1482554,0.69841,2018-2019,NA,NA,NA,NA,NA,ND,ND
2017-2018,1003,1456,Our goal is for EI payments to be accurate,Notre objectif est d’assurer l’exactitude des prestations d’assurance-emploi,https://www.canada.ca/en/employment-social-development/corporate/transparency/service-standards-2017-2018.html#s8,https://www.canada.ca/fr/emploi-developpement-social/ministere/transparence/normes-service-2017-2018.html#s2,accur,percentage,0.95,17561269746,18282259574,0.96056,2018-2019,NA,NA,NA,NA,NA,ND,ND
2017-2018,1003,936,Our goal is for EI request for reconsideration decisions to be finalized within 30 days of the request being received,Notre objectif est de traiter une demande de réexamen des décisions relatives à l’assurance-emploi dans les 30 jours suivant la réception de la demande,https://www.canada.ca/en/employment-social-development/corporate/transparency/service-standards-2017-2018.html#s8,https://www.canada.ca/fr/emploi-developpement-social/ministere/transparence/normes-service-2017-2018.html#s2,time,percentage,0.7,33564,49857,0.67321,2018-2019,NA,NA,NA,NA,NA,ND,ND
2017-2018,1003,931,Our goal is for EI benefit payments or non-benefit notifications to be issued within 28 days of filing,Notre objectif est d’envoyer les avis relatifs aux versements ou aux non versements des prestations d’assurance-emploi dans les 28 jours suivant le dépôt de la demande,https://www.canada.ca/en/employment-social-development/corporate/transparency/service-standards-2017-2018.html#s8,https://www.canada.ca/fr/emploi-developpement-social/ministere/transparence/normes-service-2017-2018.html#s2,time,percentage,0.8,2031360,2470097,0.82238,2018-2019,NA,NA,NA,NA,NA,ND,ND
2017-2018,1003,935,Our goal is for EI calls to be answered by an agent within 10 minutes,Notre objectif est qu’un agent réponde aux appels sur l’assurance-emploi dans les 10 minutes,https://www.canada.ca/en/employment-social-development/corporate/transparency/service-standards-2017-2018.html#s8,https://www.canada.ca/fr/emploi-developpement-social/ministere/transparence/normes-service-2017-2018.html#s2,time,percentage,0.8,3373547,4607964,0.73211,2018-2019,NA,NA,NA,NA,NA,ND,ND
2017-2018,1005,941,Percentage of initial Federal Income Support for Parents of Murdered or Missing Children grant payments and non-payment notifications issued within 35 calendar days,Pourcentage de premiers paiements pour le Soutien du revenu pour les parents d’enfants assassinés ou disparus et d’avis de non-paiement émis dans les 35 jours civils,ND,ND,time,percentage,0.8,13,13,1,2013-2014,NA,NA,NA,NA,NA,ND,ND
2017-2018,1007,948,Our goal is to Issue Initial Payments or Non-payment Notifications  within 28 days (%),Notre objectif consiste à émis  les avis de Paiements ou de  non-paiement initiaux  dans les 28 jours civils (%),"https://www.canada.ca/en/employment-social-development/services/funding/apprenticeship-incentive-apply.html
https://www.canada.ca/en/employment-social-development/services/funding/apprenticeship-completion-apply.html","https://www.canada.ca/fr/emploi-developpement-social/services/financement/incitative-apprenti-presenter-demande.html
https://www.canada.ca/fr/emploi-developpement-social/services/financement/incitative-apprenti-presenter-demande.html",time,percentage,0.95,90206,90484,0.99693,2013-2014,NA,NA,NA,NA,NA,ND,ND
2017-2018,1090,1039,Percentage of initial Wage Earner Protection Program payments and non-payment notifications issued within 35 calendar days,Pourcentage de premiers paiements pour le Programme de protection des salariés et d’avis de non-paiement émis dans les 35 jours civils,https://www.canada.ca/en/employment-social-development/corporate/reports/departmental-plan/2018-2019.html,https://www.canada.ca/content/dam/esdc-edsc/documents/corporate/reports/departmental-plan/2018-19_DeptPlan-FR.pdf,time,percentage,0.8,7049,7242,0.97335,2013-2014,NA,NA,NA,NA,NA,ND,ND
2017-2018,1093,1118,Our goal is to have general enquiry calls answered by a 1 800 O-Canada agent within 18 seconds,Notre objectif est qu'un agent de 1 800 O-Canada réponde aux appels portant sur des renseignements généraux dans les 18 secondes,https://www.canada.ca/en/employment-social-development/corporate/transparency/service-standards-2017-2018.html#s1,https://www.canada.ca/fr/emploi-developpement-social/ministere/transparence/normes-service-2017-2018.html#s1,time,percentage,0.8,1344285,1655975,0.81178,2018-2019,NA,NA,NA,NA,NA,ND,ND
2017-2018,1096,1049,Timely examination of appeals,Examiner de manière diligente les appels,ND,ND,time,percentage,1,11,11,1,2013-2014,NA,NA,NA,NA,NA,ND,ND
2017-2018,1149,1083,"Our goal is for the Canada.ca website to be accessible 24 hours a day, seven days a week","Pour le site Web Canada.ca, nous visons une accessibilité 24 heures par jour, 7 jours par semaine",https://www.canada.ca/en/employment-social-development/corporate/transparency/service-standards-2017-2018.html#s15,https://www.canada.ca/fr/emploi-developpement-social/ministere/transparence/normes-service-2017-2018.html#s5,acces,percentage,0.999,0,0,ND,2018-2019,NA,NA,NA,NA,NA,https://www.canada.ca/en/analytics.html,https://www.canada.ca/fr/analytique.html
2017-2018,1242,1125,Our goal is to have passport applications submitted by mail processed within 20 business days,Notre objectif est de traiter les demandes de passeport présentées par la poste dans les 20 jours ouvrables,https://www.canada.ca/en/employment-social-development/corporate/transparency/service-standards-2017-2018.html#s14,https://www.canada.ca/fr/emploi-developpement-social/ministere/transparence/normes-service-2017-2018.html#s4,time,percentage,0.9,698916,701894,0.99576,2018-2019,NA,NA,NA,NA,NA,ND,ND
2017-2018,1242,1124,Our goal is to have passport applications made in-person at a Service Canada Passport Office processed within 10 business days,Notre objectif est de traiter les demandes de passeport présentées en personne à un bureau de passeport de Service Canada dans les 10 jours ouvrables,https://www.canada.ca/en/employment-social-development/corporate/transparency/service-standards-2017-2018.html#s14,https://www.canada.ca/fr/emploi-developpement-social/ministere/transparence/normes-service-2017-2018.html#s4,time,percentage,0.9,2394179,2401300,0.99703,2018-2019,NA,NA,NA,NA,NA,ND,ND
2017-2018,1242,1126,Our goal is to have in-person passport applications made at a Service Canada passport receiving agent processed within 20 business days,Notre objectif est de traiter les demandes de passeport présentées en personne auprès d’un agent réceptionnaire de Service Canada dans les 20 jours ouvrables,https://www.canada.ca/en/employment-social-development/corporate/transparency/service-standards-2017-2018.html#s14,https://www.canada.ca/fr/emploi-developpement-social/ministere/transparence/normes-service-2017-2018.html#s4,time,percentage,0.9,1023218,1028277,0.99508,2018-2019,NA,NA,NA,NA,NA,ND,ND
2017-2018,1254,1158,Percentage of Office for Client Satisfaction feedback replied within seven working days of acknowledgement,Pourcentage des commentaires du BSC auxquels on a donné suite dans les sept jours ouvrables suivant leur réception,https://www.canada.ca/en/employment-social-development/corporate/service-canada/client-satisfaction.html,https://www.canada.ca/fr/emploi-developpement-social/ministere/service-canada/bureau-satisfaction.html,time,percentage,1,5148,5148,1,2013-2014,NA,NA,NA,NA,NA,ND,ND
