fiscal_yr,service_id,service_name_en,service_name_fr,department_name_en,department_name_fr,service_description_en,service_description_fr,external_internal,service_type,special_designations,service_recipient_type,service_url_en,service_url_fr,program_name_en,program_name_fr,last_GBA,ident_platform,client_target_groups,info_service,service_fee,cra_business_number,use_of_sin,assessed_for_accessibility,year_of_last_service_review,year_of_last_service_improvement_based_on_client_feedback,calls_received,web_visits_info_service,online_applications,telephone_applications,telephone_enquiries,in_person_applications,postal_mail_applications,email_applications,fax_applications,other_applications,e_registration,e_authentication,e_application,e_decision,e_issuance,e_feedback,client_feedback,special_remarks_en,special_remarks_fr
2020-2021,1547,National Science Library,Bibliothèque scientifique nationale,National Research Council Canada,Conseil national de recherches Canada,"The NRC National Science Library (NSL) offers a range of information-related services to the public and other libraries. Services include on-site access to physical collections (by appointment), online access to digital content through NRC's publicly available repositories (NRC Publications Archive and the Digital Repository), a searchable catalogue and information discovery platform, and reference/interlibrary loan services with other libraries.","La Bibliothèque scientifique nationale (BSN) du Conseil national de recherches du Canada (CNRC) offre au grand public et aux autres bibliothèques un large éventail de services liés à l’information. Parmi ces services figurent l’accès sur place aux collections en format papier (sur rendez-vous), l’accès en ligne au contenu numérique par le truchement des dépôts du CNRC accessibles au public (Archives des publications du CNRC et Dépôt numérique), un catalogue interrogeable et une plateforme de découverte d’information, ainsi que des services de référence et de prêt interbibliothèque.",extern,info,prior,client,https://bibliotheques-scientifiques.canada.ca/eng/national-science-library/,https://bibliotheques-scientifiques.canada.ca/fra/bibliotheque-scientifique-nationale/,National Science Library,Bibliothèque scientifique nationale,,,person,N,N,NA,NA,WCAG 2.0 AA,2020,2020,no_data,102229,12114,no_data,no_data,no_data,no_data,3508,not_applicable,no_data,NA,NA,Y,NA,Y,N,"eml,onl,tel","CRA and SIN numbers are not required for the delivery of library services. Given the nature of library services, not all activities are tracked.","Le numéro de l’ARC et le NAS ne sont pas requis pour la prestation des services de bibliothèque.
Étant donné la nature des services de bibliothèque, toutes les activités ne font pas l’objet d’un suivi."
2020-2021,1339,Client Service Centre (CSC),Centre de services à la clientèle,National Research Council Canada,Conseil national de recherches Canada,"CSC is responsible for the delivery of technical and support services for NRC. CSC operates a multi-functional service desk in partnership with IRAP, Knowledge Information Technical Services (KITS), Real Property Planning and Management (RPPM), Finance and Procurement Services (FPS) and Security Branch (SB).","Le Centre de service à la clientèle (CSC) est responsable de la prestation des services techniques et de soutien du CNRC. Le Centre opère un bureau de services multifonctionnels en partenariat avec le PARI, la Direction des services du savoir, de l’information et des technologies (SSIT), la Direction de la planification et de la gestion des biens immobiliers (PGBI) et les directions des finances (DF) et de la sécurité (DS).","extern,enterprise",info,non,client,https://nrc.canada.ca/en,https://nrc.canada.ca/fr,Communications Services,Services de communication,,,"econom,enviro,for,intern_gov,NGO,person,PTC",Y,N,NA,NA,na,2020,2020,11596,no_data,not_applicable,not_applicable,11596,not_applicable,not_applicable,18983,not_applicable,no_data,NA,NA,NA,NA,N,Y,"eml,fax,onl","The services provided are  advisory in nature and therefore applications for services are not applicable. 

Support Services:
•Answer external inquiries regarding NRC as well as IRAP/Concierge programs
•Record all activities in the Customer Relationship Management (CRM) - MS Dynamics tool.
•Triage and assess incoming calls to align with the seven step methodology in support of Industrial Technology Advisors (ITA) and Innovation Advisors (IA)
•Report performance metrics daily, weekly, monthly, quarterly, and yearly 

National Call Centre Support:
•Act as the central intake for NRC regarding external inquiries from the general public, other government agencies, or learning institutions (i.e. Universities)
•Register all events/requests in the Service Management application (Axios assyst) and refer to the appropriate C/B/I’s SME for resolution for follow-up as required
•Report performance metrics daily, weekly, monthly, quarterly, and yearly.","Les services fournis sont de type conseil et, par conséquent, les demandes de services ne sont pas applicables.

Services de soutien : 
• répondre aux demandes externes concernant le CNRC, le PARI et les programmes du service Concierge;
• consigner toutes les activités dans l’outil de gestion des relations avec la clientèle (GRC) Microsoft Dynamics;
• trier et évaluer les appels entrants en fonction de la méthode des sept étapes pour soutenir les conseillers en technologie industrielle (CTI) et les conseillers en innovation (CI);
• rendre compte quotidiennement, hebdomadairement, mensuellement, trimestriellement et annuellement des indicateurs de rendement. 

Soutien du Centre d’appels national :
• service d’accueil du CNRC concernant les demandes de l’extérieur, notamment du grand public, d’autres organismes du gouvernement ou d’établissements d’enseignement (p. ex., les universités);
• consigner tous les événements et toutes les demandes dans l’application de gestion des services Assyst d’Axios et référer à l’expert en la matière du Centre de recherche/Direction/PARI (CDP) approprié pour la résolution ou le suivi, au besoin.
• rendre compte quotidiennement, hebdomadairement, mensuellement, trimestriellement et annuellement des indicateurs de rendement."
2020-2021,2568,Canadian Construction Materials Centre (CCMC) Product Assessments,Évaluation des produits du Centre canadien de matériaux de construction (CCMC),National Research Council Canada,Conseil national de recherches Canada,"The Canadian Construction Materials Centre (CCMC) assesses compliance with Canadian building, energy and safety codes.  The CCMC provides the only construction code compliance service supported by the Government of Canada.","Le Centre canadien de matériaux de construction (CCMC) offre un service d’examen de la conformité aux codes canadiens de sécurité, du bâtiment et de l'énergie, le seul service du genre qui soit appuyé par le gouvernement du Canada.",extern,"info,apir",non,client,https://nrc.canada.ca/en/certifications-evaluations-standards/canadian-construction-materials-centre,https://nrc.canada.ca/fr/certifications-evaluations-normes/centre-canadien-materiaux-construction,Construction,Construction,,,"econom,PTC",NA,Y,N,N,"WCAG 2.0 AA,WCAG 2.1 AA",,,no_data,no_data,149,0,no_data,0,0,0,0,0,N,N,Y,N,Y,Y,,,
2020-2021,1553,Codes Canada,Codes Canada,National Research Council Canada,Conseil national de recherches Canada,"Provide access to the building, energy and safety codes that guide the design and construction of homes and other buildings in Canada.","Donner l'accès aux codes de sécurité, du bâtiment et de l’énergie qui guident la conception et la construction des habitations et autres bâtiments au Canada.",extern,lrp,prior,client,https://nrc.canada.ca/en/certifications-evaluations-standards/codes-canada,https://nrc.canada.ca/fr/certifications-evaluations-normes/codes-canada,Construction,Construction,2019-2020,oth,"econom,person,PTC",N,Y,N,NA,na,,2020,3380,0,85322,0,3380,0,21,803,97,0,Y,NA,Y,Y,Y,Y,"eml,onl,person,post,tel","Number of website visits:
In 20-21, service is tracked by number of orders made through the Virtual Store, not by website visits.

Number of online applications:
This number includes all orders for electronic and print copies of the codes and guides in FY 20-21, made through the Virtual Store.

Number of email applications:
This number includes all orders of Codes Canada publications made via email.

Number of in-person applications:
There was none

Number of telephone applications:
No orders were made by telephone, although our publications sales service sometimes call customers to obtain payment information when orders are made through the PDF order form. 

A fee per service was required for building codes in 2018-19, but digital content was made accessible free of charge starting April 1, 2019","Nombre de visites du site Web :
En 2020-2021, l’utilisation du service était comptabilisée sur la base du nombre de commandes passées au Magasin virtuel, et non en fonction du nombre de visites sur le site Web.

Nombre de commandes en ligne :
Le nombre indiqué inclut toutes les commandes d’exemplaires électroniques et papier des codes et des guides passées par courriel en2020-2021 au Magasin virtuel.

Nombre de commandes par courriel :
Le nombre indiqué inclut toutes les commandes de codes et de guides passées par courriel.

Nombre de commandes faites en personne :
Aucune

Nombre de commandes par téléphone :
Aucune commande n’a été passée par téléphone, même si certains clients téléphonent parfois au service des ventes de publications pour obtenir des renseignements sur les modalités de paiement pour des commandes passées en ligne au moyen du formulaire PDF. 

Des frais étaient facturés pour les codes du bâtiment en 2018-2019, mais ces frais ont été abolis avec la diffusion gratuite des publications en version numérique à partir du 1er avril 2019."
2020-2021,1552,Research Services,Services de recherches,National Research Council Canada,Conseil national de recherches Canada,Research and development,Recherche et développement,extern,info,prior,client,https://test-canada.nrc-cnrc.gc.ca/en/research-development/research-collaboration,https://test-canada.nrc-cnrc.gc.ca/fr/recherche-developpement/recherche-collaboration,"Aerospace/Aquatic and Crop Resource Development/Automotive and Surface Transportation/Construction/Energy, Mining and Environment/Herzberg Astronomy & Astrophysics/Human Health Therapeutics/Metrology/Medical Devices/Nanotechnology/Ocean, Coastal and River Engineering/Security and Disruptive Technologies","Aérospatiale/Développement des cultures et des ressources aquatiques/Automobile et Transports de surface/Construction/Énergie, mines et environnement/Herzberg, Astronomie et astrophysique/Thérapeutiques en santé humaine/Métrologie/Dispositifs médicaux/Nanotechnologie/Génie océanique, côtier et fluvial/Technologies de sécurité et de rupture",2017-2018,,"econom,for,intern_gov,NGO,PTC",N,Y,Y,NA,na,2020,2020,not_applicable,not_applicable,not_applicable,no_data,not_applicable,not_applicable,not_applicable,no_data,not_applicable,no_data,NA,NA,NA,N,NA,Y,"eml,onl,person","SIN numbers are not required for the delivery of Technical Services . 

A GBA+ Analysis was conducted in 2017 with respect to a proposal to reduce fees to SMEs and academia. The overall GBA+ consideration was that there are barriers for women entrepreneurs in Canada.","Le NAS n’est pas requis pour la prestation des services techniques.

Une analyse ACS+ a été effectuée en 2017 relativement à une proposition visant à réduire les frais pour les PME et les universités. L'analyse ACS+ a permis de reconnaître que les femmes entrepreneures se heurtent à des obstacles au Canada."
2020-2021,1555,Instrument Calibration Services,Services d'étalonnage d'instruments,National Research Council Canada,Conseil national de recherches Canada,"NRC offers precision calibration of measurement equipment or standards in various areas that include the following: acoustical standards, black carbon metrology, dimensional metrology, electrical power measurements, electrical standards, Fourier Transform Infrared (FTIR) and Raman spectroscopy, frequency and time, ionizing radiation standards, mass standards, optical frequency/wavelength, photometry and radiometry, thermometry and humidity. In most instances, a calibration report is provided to the client upon completion of the service request.","Le CNRC offre l'étalonnage de précision d'équipement de mesure ou d'étalons dans les domaines suivants: étalons d'acoustique, métrologie du carbone noir, métrologie dimensionelle, mesures de puissance électrique, étalons d'électricité, spectroscopie Raman et FTIR, temps et fréquence, étalons de rayonnement ionisants, étalons de masse, fréquence optique et longueur d'onde, photométrie et radiométrie, thermométrie et humidité. Dans la majorité des cas, un rapport d'étalonnage est fourni au client lorsque la demande de service est complétée.","extern,enterprise",reg_vol,prior,client,https://nrc.canada.ca/en/certifications-evaluations-standards/instrument-calibration-services,https://nrc.canada.ca/fr/certifications-evaluations-normes/services-detalonnage-dinstruments,Metrology,Métrologie,,,"econom,enviro,for,intern_gov,NGO,PTC",N,Y,NA,NA,na,,,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,586,N,NA,NA,N,NA,N,"eml,fax,onl,person,post,tel","CRA and SIN numbers are not required for the delivery of Instrument Calibration Services. 

The number of telephone inquiries is not tracked. Inquiries in general are tracked but not by the source of the inquiry i.e. email, phone etc.

The number of website visits is not tracked either as clients cannot order online.","Le numéro de l’ARC et le NAS ne sont pas requis pour la prestation de services d’étalonnage d’instruments.

La tenue du nombre de demandes de renseignements téléphoniques n'est pas effectuée. La tenue du nombre de demandes de renseignements en général est effectuée, mais pas selon la source de la demande, c.-à-d. courriel, téléphone, etc.

La tenue du nombre de visites sur le site Web n'est pas non plus effectuée, car les clients ne peuvent pas commander en ligne."
2020-2021,1557,Certified Reference Materials,Matériaux de référence certifiés,National Research Council Canada,Conseil national de recherches Canada,"Biotoxin, inorganic, organic, and nanomaterial certified reference materials for use in sample testing and analysis","Matériaux de référence certifiés biotoxines, inorganiques, organiques et nanomatériaux destinés aux tests et analyses des échantillons","extern,enterprise",reg_vol,prior,client,https://nrc.canada.ca/en/certifications-evaluations-standards/certified-reference-materials,https://nrc.canada.ca/fr/certifications-evaluations-normes/materiaux-reference-certifies,Metrology,Métrologie,,oth,"econom,enviro,for,intern_gov,NGO,PTC",N,Y,NA,NA,not assessed,,,not_applicable,not_applicable,573,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,472,Y,NA,Y,Y,Y,Y,"eml,fax,onl,person,post,tel","CRA and SIN numbers are not required for the delivery of Certified Reference Materials. 

The number of phone calls from clients is not tracked, however records of technical questions or complaints are maintained. The number of website visits to all the CRM pages online is not tracked. Method of CRM orders submitted is not tracked by in person, email, mail, etc however in FY20 55% of CRM orders were ordered and paid for online with a credit card via the use of NRC's Virtual Store (data from CRM quarterly sales and inventory reports).","Il n’est pas nécessaire de fournir un numéro d’entreprise de l’ARC ou un NAS pour avoir accès aux services des Matériaux de référence certifiés. 

Le numéro de téléphone des clients n’est pas enregistré, le sujet des questions techniques ainsi que les plaintes font cependant l’objet d’un suivi. Le nombre de visites sur les pages Web des MRC n’est pas comptabilisé. Le mode de soumission des commandes (en personne, par courriel, par la poste, etc.) n’est pas non plus comptabilisé; on peut toutefois établir qu’en 2020, 55 % des commandes ont été passées au Magasin virtuel du CNRC, et les frais ont été acquittés par carte de crédit (selon les rapports trimestriels de ventes et d’inventaire de MRC)."
2020-2021,1551,Technical Services,Services techniques,National Research Council Canada,Conseil national de recherches Canada,Unique and specialised technical testing,Services techniques d’essai uniques et spécialisés,extern,info,prior,client,https://test-canada.nrc-cnrc.gc.ca/en/research-development/products-services/technical-advisory-services,https://test-canada.nrc-cnrc.gc.ca/fr/recherche-developpement/produits-services/services-techniques-consultatifs,"Aerospace/Aquatic and Crop Resource Development/Automotive and Surface Transportation/Construction/Energy, Mining and Environment/Herzberg Astronomy & Astrophysics/Human Health Therapeutics/Metrology/Medical Devices/Nanotechnology/Ocean, Coastal and River Engineering/Security and Disruptive Technologies","Aérospatiale/Développement des cultures et des ressources aquatiques/Automobile et Transports de surface/Construction/Énergie, mines et environnement/Herzberg, Astronomie et astrophysique/Thérapeutiques en santé humaine/Métrologie/Dispositifs médicaux/Nanotechnologie/Génie océanique, côtier et fluvial/Technologies de sécurité et de rupture",2017-2018,,"econom,for,intern_gov,NGO,PTC",N,Y,Y,NA,na,2020,2020,not_applicable,not_applicable,not_applicable,no_data,not_applicable,not_applicable,not_applicable,no_data,not_applicable,no_data,NA,NA,NA,N,NA,Y,"eml,onl,person","SIN numbers are not required for the delivery of Research Services .

A GBA+ Analysis was conducted in 2017 with respect to a proposal to reduce fees to SMEs and academia. The overall GBA+ consideration was that there are barriers for women entrepreneurs in Canada.","Le NAS n’est pas requis pour la prestation des services de recherche.

Une analyse ACS+ a été effectuée en 2017 relativement à une proposition visant à réduire les frais pour les PME et les universités. L'analyse ACS+ a permis de reconnaître que les femmes entrepreneures se heurtent à des obstacles au Canada."
2020-2021,1275,IRAP Grants and Contributions,Subventions et contributions du PARI,National Research Council Canada,Conseil national de recherches Canada,"IRAP provides funding to innovative Canadian small and medium-sized enterprises (SMEs) to help build their innovation capacity and successfully take their ideas to market. Funding available through IRAP includes contributions to SMEs and to SME serving organizations (through regular funding and temporary funding programs), and contributions supporting employment of post-secondary graduates.","Le Programme d’aide à la recherche industrielle (PARI) offre du financement à de petites et moyennes entreprises (PME) canadiennes novatrices afin de les aider à renforcer leur capacité d’innovation et à réussir la mise en marché de leurs idées. Le financement offert dans le cadre du PARI comprend des contributions aux PME et aux organismes qui les servent (grâce à des programmes de financement réguliers et temporaires), ainsi que des contributions appuyant l’emploi de détenteurs de diplômes postsecondaires.",extern,"gnc,res",prior,client,https://nrc.canada.ca/en/support-technology-innovation/financial-support-technology-innovation-through-nrc-irap,https://nrc.canada.ca/fr/soutien-linnovation-technologique/soutien-financier-linnovation-technologique-pari-cnrc,Industrial Research Assistance Program,Programme d'aide à la recherche industrielle,,oth,econom,N,N,Y,N,WCAG 2.0 AA,2020,2020,no_data,not_applicable,no_data,no_data,no_data,not_applicable,not_applicable,no_data,no_data,no_data,Y,Y,Y,Y,Y,Y,"onl,person","IRAP's funding services are delivered through multiple channels, including in-person, via telephone, email and other electronic means.  IRAP's model is based on its relationship with the client which means that there are an unlimited number of interactions prior to the delivery of funding.  Only once a client is ready for funding are they invited to apply.  As such, the program cannot count things such as telephone inquiries, website hits etc.","Les services de financement du PARI sont offerts par divers canaux, y compris en personne, par téléphone, par courrier électronique et par d'autres moyens électroniques. Le modèle du PARI repose sur sa relation avec le client, ce qui signifie qu'il existe un nombre illimité d'interactions avant la distribution du financement. Une fois que le client est prêt à recevoir du financement, il est invité à postuler. En tant que tel, le programme ne peut pas compter des choses telles que des demandes de renseignements téléphoniques, des visites de sites Web, etc."
2020-2021,763,National Dosimetry Services,Services nationaux de la dosimétrie,Health Canada,Santé Canada,"National Dosimetry Services (NDS) protects the health and safety of over 100,000 Canadian workers annually by providing accurate, reliable and timely occupational dosimetry services. Clients include employers whose workers may be exposed to ionizing radiation through the performance of their duties: dental and veterinary clinics, universities and research institutions, hospitals, federal institutions, and nuclear facilities; emergency responders; and industrial radiographers. Quantifying this exposure helps employers ensure that their personnel’s radiation exposure levels are safe, justified, and in accordance with regulatory limits. NDS offers a full line of dosimetry products that monitor occupational exposure to X-ray, gamma, beta and neutron radiation. - (HECSB)","Services nationaux de dosimétrie (SND) protège la santé et la sécurité de plus de 100 000 travailleurs canadiens chaque année en fournissant des services de dosimétrie professionnelle précis, fiables et opportuns. Les clients sont des employeurs dont les travailleurs peuvent être exposés à des rayonnements ionisant dans l’exercice de leurs fonctions : les cliniques dentaires et vétérinaires, les universités et les institutions de recherche, les hôpitaux, les institutions fédérales et installations nucléaires; les intervenants en cas d’urgence; et les radiographes industriels. Quantifier cette exposition aide les employeurs à s’assurer que les niveaux d’exposition aux rayonnements de leur personnel sont sans risque, justifiés et conformes aux limites réglementaires. SND offre une ligne complète de produits de dosimétrie qui permettent de surveiller l’exposition professionnelle aux rayons X, aux rayons gamma, aux rayons bêta et aux neutrons. - (DGSESC)",extern,info,non,client,https://www.canada.ca/en/health-canada/services/environmental-workplace-health/occupational-health-safety/occupational-radiation/national-dosimetry-services.html,https://www.canada.ca/fr/sante-canada/services/sante-environnement-milieu-travail/sante-securite-travail/radiation-travail/services-nationaux-dosimetrie.html,Radiation Protection,Radioprotection,,oth,econom,Y,Y,Y,Y,na,2016,2019,32863,not_applicable,not_applicable,not_applicable,32863,not_applicable,23,395,153,0,N,N,N,N,N,Y,"eml,fax,post,tel",Statistics are approximate and for information purposes only.,Les statistiques sont approximatives et à titre informatif seulement
