fiscal_yr,service_id,service_name_en,service_name_fr,department_name_en,department_name_fr,external_internal,service_type,special_designations,service_description_en,service_description_fr,service_url_en,service_url_fr,program_name_en,program_name_fr,last_GBA,ident_platform,client_target_groups,info_service,service_fee,cra_business_number,use_of_sin,service_channels,calls_received,web_visits_info_service,online_applications,telephone_applications,in_person_applications,postal_mail_applications,other_applications,e_registration,e_authentication,e_application,e_decision,e_issuance,e_feedback,client_feedback,special_remarks_en,special_remarks_fr
2019-2020,1556,Calibration laboratory assessment service,Service d'évaluation des laboratoires d'étalonnage,National Research Council Canada,Conseil national de recherches Canada,"extern,enterprise",reg,prior,"In Canada, the accreditation of calibration laboratories is the shared responsibility of the Standards Council of Canada (SCC) and the National Research Council of Canada (NRC) Calibration Laboratory Assessment Service (CLAS). The CLAS program provides quality system and technical assessment services and certification of specific measurement capabilities of calibration laboratories in support of the Canadian National Measurement System.","Au Canada, l'accréditation des laboratoires d'étalonnage incombe conjointement au Conseil canadien des normes (CCN) et au Conseil national de recherches du Canada (CNRC) Le CNRC administre le Service d'évaluation des laboratoires d'étalonnage (CLAS). Le programme CLAS fournit l'évaluation et la certification technique des capacités spécifiques de mesurage des laboratoires d'étalonnage à l'appui du Système national de mesure du Canada. La certification CLAS est exigée pour l'accréditation des laboratoires d'étalonnage.","https://nrc.canada.ca/en/certifications-evaluations-standards/calibration-laboratory-assessment-service,https://nrc.canada.ca/en/certifications-evaluations-standards/calibration-laboratory-assessment-service/directory-accredited-calibration-laboratories","https://nrc.canada.ca/fr/certifications-evaluations-normes/service-devaluation-laboratoires-detalonnage,https://nrc.canada.ca/fr/certifications-evaluations-normes/service-devaluation-laboratoires-detalonnage/repertoire-laboratoires-detalonnage-accredites",Metrology,Métrologie,,,"econom,enviro,for,intern_gov,NGO,PTC",N,Y,NA,NA,"eml,oth,person,tel",ND,ND,ND,0,0,ND,41,NA,NA,N,N,NA,N,"eml,fax,onl,person,post,tel","CRA and SIN numbers are not required for the delivery Calibration laboratory assessment services

We do not keep track of the number of telephone inquiries per say. We keep track of inquiries in general just not the source of the inquiry i.e. email, phone etc.

We also do not keep track of the number of website visits as clients are unable to order online.","Le numéro de l’ARC et le NAS ne sont pas requis pour la prestation des services d’évaluation des laboratoires d’étalonnage.

Nous ne prenons pas en note le nombre de demandes de renseignements téléphoniques. Nous gardons en note les demandes de renseignements en général, mais pas la source de la demande, c.-à-d. courriel, téléphone, etc.

Nous ne tenons pas non plus compte du nombre de visites sur le site Web, car les clients ne peuvent pas commander en ligne."
2019-2020,1558,IRAP Advisory Services to Firms,Services-conseils du PARI aux entreprises,National Research Council Canada,Conseil national de recherches Canada,extern,adv,prior,"IRAP's Industrial Technology Advisors (ITAs) are seasoned R&D professionals with  extensive experience in management of small and medium-sized businesses, who offer technical and business advice, referrals, and other services from the conceptualization to commercialization to Canadian SMEs.","Les conseillers en technologie industrielle (ITA) du PARI sont des professionnels chevronnés de la RD possédant une vaste expérience de la gestion de petites et moyennes entreprises. Ils offrent des conseils techniques et commerciaux, des références et d'autres services allant de la conceptualisation à la commercialisation, aux PME canadiennes.",https://nrc.canada.ca/en/support-technology-innovation/nrc-irap-advisory-services,https://nrc.canada.ca/fr/soutien-linnovation-technologique/services-conseils-pari-cnrc,"Industrial Research Assistance Program,Communications Services","Programme d'aide à la recherche industrielle,Services de communication",,,econom,N,N,Y,N,"eml,oth,person,tel",0,ND,ND,0,0,ND,0,NA,NA,NA,NA,NA,Y,"onl,person","The service delivery does not require interaction points where N/A was selected. Per TBS guidance – online registration and authentication are N/A for advisory services

Prior to receiving services, firms participate in an intake process through which eligibility is determined. Firms eligible for IRAP services are then registered in IRAP’s information management system upon receipt of a service from IRAP. 

IRAP advisory services cannot be issued nor published online because the advice given by Industrial Technical Advisors is very firm specific.","Aucun point d’interaction nécessaire pour la fourniture du service lorsque l’option «non spécifié  » est choisie. Selon les lignes directrices du SCT, les champs d’inscription en ligne et d’authentification doivent être réglés à «non spécifié  ».

Une confirmation d’admissibilité est nécessaire pour que les entreprises participantes puissent recevoir les services. Le système de gestion des données du PARI enregistre les entreprises admissibles aux services du PARI au moment où celles-ci reçoivent un service du PARI.

Les services consultatifs offerts par le PARI ne sont pas publiés en ligne, car les services donnés par les conseillers en technologie industrielle sont adaptés sur mesure aux entreprises bénéficiaires."
2019-2020,1560,IRAP Advisory Services through Contributions to Organizations,Services-conseils du PARI - contributions aux organismes,National Research Council Canada,Conseil national de recherches Canada,extern,adv,prior,"ITAs leverage IRAP's relationships with service organizations and providers, industry associations, universities and colleges,  other government programs and agencies, and  financing groups to allow SMEs access the required capacity, talent, services, and collaboration opportunities  necessary to grow their business.","Les ITA s'appuientsur les relations du PARI avec les universités et les collèges, d'autres programmes et agences gouvernementaux, des groupes de financement, des fournisseurs de services et des associations de l'industrie pour permettre aux PME d'accéder à la capacité, aux talents, aux services et aux possibilités de collaboration nécessaires à la croissance de leurs activités.",https://nrc.canada.ca/en/support-technology-innovation/nrc-irap-advisory-services,https://nrc.canada.ca/fr/soutien-linnovation-technologique/services-conseils-pari-cnrc,Industrial Research Assistance Program,Programme d'aide à la recherche industrielle,,,econom,N,N,Y,N,"eml,oth,person,tel",0,ND,ND,0,0,ND,0,NA,NA,NA,NA,NA,Y,"onl,person","SIN numbers are not required for the delivery of IRAP services 

IRAP's advisory services are delivered by Industrial Technology Advisors (ITA),  through multiple channels, including in-person, via telephone, email and other electronic means.  IRAP's model is based on ITAs relationship with the client via multiple number of interactions. Depending on client's business and/or technology needs, ITAs will refer a  client to one of the support organizations IRAP works with. All SMEs can receive advisory services, however  only clients reaching a readiness state  are invited to apply for financial support; as a result telephone inquiries, website, etc. hits are not applicable.","Le NAS n’est pas requis pour la prestation des services du PARI

Les services consultatifs du PARI sont fournis par des conseillers en technologie industrielle (CTI), par divers moyens, notamment en personne, par téléphone, par courriel et par d'autres moyens électroniques.  Le modèle du PARI est fondé sur la relation des CTI avec le client par le biais de multiples interactions. Selon les besoins commerciaux ou technologiques du client, les CTI dirigeront le client vers l'un des organismes de soutien avec lesquels le PARI travaille. Toutes les PME peuvent bénéficier de services de conseil, mais seuls les clients en état de préparation sont invités à demander une aide financière ; par conséquent, les demandes téléphoniques, les visites sur le site Web, etc. ne sont pas applicables."
2019-2020,1677,The Canadian Astronomy Data Centre (CADC),Le Centre canadien de données astronomiques (CCDA),National Research Council Canada,Conseil national de recherches Canada,extern,adv,prior,"CADC provides astronomical data to the Canadian and global astronomical communities. It is a web-based observatory that houses some of the world's most important astronomical data collections, including those from the Canada-France-Hawaii Telescope ( CFHT ), the twin Gemini telescopes and the James Clerk Maxwell Telescope.","Le CCDA fourni des données astronomiques au milieu canadien et au milieu mondial de l'astronomie. Il s'agit d'un observatoire en ligne qui abrite certaines des plus importantes collections de données astronomiques au monde, notamment celles du télescope Canada-France-Hawaii (TCFH), des deux télescopes Gemini et du télescope James Clerk Maxwell.",http://www.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/en/,http://www.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/fr/,Herzberg Astronomy & Astrophysics,"Herzberg, Astronomie et astrophysique",,oth,person,N,N,NA,NA,onl,ND,0,0,ND,ND,ND,ND,Y,NA,NA,NA,Y,N,"eml,fax,post,tel",Website visits are not relevant.  A more accurate portrayal is through the number of jobs processed or the number of data retrieval/downloads -  from the CADC servers,Le nombre de visites du site Web n'est pas pertinent pour ce service. Une représentation plus précise du volume d'affaire  peut être obtenue par le nombre de travaux traités ou le nombre d'extraction/téléchargement de données - à partir des serveurs du CCDA
2019-2020,1551,Technical Services,Services techniques,National Research Council Canada,Conseil national de recherches Canada,extern,adv,prior,Unique and specialised technical testing,Services techniques d’essai uniques et spécialisés,https://test-canada.nrc-cnrc.gc.ca/en/research-development/products-services/technical-advisory-services,https://test-canada.nrc-cnrc.gc.ca/fr/recherche-developpement/produits-services/services-techniques-consultatifs,"Aerospace,Aquatic and Crop Resource Development,Automotive and Surface Transportation,Construction,Energy, Mining and Environment,Herzberg Astronomy & Astrophysics,Human Health Therapeutics,Metrology,Medical Devices,Nanotechnology,Ocean, Coastal and River Engineering,Security and Disruptive Technologies","Aérospatiale,Développement des cultures et des ressources aquatiques,Automobile et Transports de surface,Construction,Énergie, mines et environnement,Herzberg, Astronomie et astrophysique,Thérapeutiques en santé humaine,Métrologie,Dispositifs médicaux,Nanotechnologie,Génie océanique, côtier et fluvial,Technologies de sécurité et de rupture",2017-2018,,"econom,for,intern_gov,NGO,PTC",N,Y,Y,NA,"eml,person,tel",ND,ND,ND,0,0,ND,0,NA,NA,NA,N,NA,Y,"eml,onl,person","SIN numbers are not required for the delivery of Technical Services . 

A GBA+ Analysis was conducted in 2017 with respect to a proposal to reduce fees to SMEs and academia. The overall GBA+ consideration was that there are barriers for women entrepreneurs in Canada.","Le NAS n’est pas requis pour la prestation des services techniques.

Une analyse ACS+ a été effectuée en 2017 relativement à une proposition visant à réduire les frais pour les PME et les universités. L'analyse ACS+ a permis de reconnaître que les femmes entrepreneures se heurtent à des obstacles au Canada."
2019-2020,1552,Research Services,Services de recherches,National Research Council Canada,Conseil national de recherches Canada,extern,adv,prior,Research and development,Recherche et développement,https://test-canada.nrc-cnrc.gc.ca/en/research-development/research-collaboration,https://test-canada.nrc-cnrc.gc.ca/fr/recherche-developpement/recherche-collaboration,"Aerospace,Aquatic and Crop Resource Development,Automotive and Surface Transportation,Construction,Energy, Mining and Environment,Herzberg Astronomy & Astrophysics,Human Health Therapeutics,Metrology,Medical Devices,Nanotechnology,Ocean, Coastal and River Engineering,Security and Disruptive Technologies","Aérospatiale,Développement des cultures et des ressources aquatiques,Automobile et Transports de surface,Construction,Énergie, mines et environnement,Herzberg, Astronomie et astrophysique,Thérapeutiques en santé humaine,Métrologie,Dispositifs médicaux,Nanotechnologie,Génie océanique, côtier et fluvial,Technologies de sécurité et de rupture",2017-2018,,"econom,for,intern_gov,NGO,PTC",N,Y,Y,NA,"eml,person,tel",ND,ND,ND,0,0,ND,0,NA,NA,NA,N,NA,Y,"eml,onl,person","SIN numbers are not required for the delivery of Research Services .

A GBA+ Analysis was conducted in 2017 with respect to a proposal to reduce fees to SMEs and academia. The overall GBA+ consideration was that there are barriers for women entrepreneurs in Canada.","Le NAS n’est pas requis pour la prestation des services de recherche.

Une analyse ACS+ a été effectuée en 2017 relativement à une proposition visant à réduire les frais pour les PME et les universités. L'analyse ACS+ a permis de reconnaître que les femmes entrepreneures se heurtent à des obstacles au Canada."
2019-2020,1553,Codes Canada,Codes Canada,National Research Council Canada,Conseil national de recherches Canada,extern,reg,prior,"Provide access to the building, energy and safety codes that guide the design and construction of homes and other buildings in Canada.","Donner l'accès aux codes de sécurité, du bâtiment et de l’énergie qui guident la conception et la construction des habitations et autres bâtiments au Canada.",https://nrc.canada.ca/en/certifications-evaluations-standards/codes-canada,https://nrc.canada.ca/fr/certifications-evaluations-normes/codes-canada,Construction,Construction,2019-2020,oth,"econom,person,PTC",N,Y,N,NA,"eml,fax,onl,oth,person,post,tel",ND,ND,113316,0,0,0,8452,Y,NA,Y,Y,Y,Y,"eml,onl,person,post,tel","The number of applications through other channels represents 7,256 email requests and 1,196 requests through fax. Less than 100 requests per year are received by mail.

A fee per service was required for building codes in 2018-19, but digital content was made accessible free of charge starting April 1, 2020.","Le nombre de demandes acheminées par d'autres moyens représente 7256 demandes par courriel et 1196 demandes par télécopieur. Moins de 100 demandes sont reçues par la poste chaque année.

Il a été nécessaire d’établir un coût par service pour les codes du bâtiment en 2018-2019; toutefois, le contenu numérique a été rendu accessible gratuitement dès le 1er avril 2020."
2019-2020,730,Public Service Occupational Health Program: Occupational Health Evaluations,Programme de santé au travail de la fonction publique: Évaluations de la santé au travail,Health Canada,Santé Canada,enterprise,hr,non,"Health evaluations for jobs with specific medical requirements
• Ensure employees are safe on the job and the
job is safe for them
• Pre-placement before hiring
• Regularly scheduled health examination—
determine if employee is being negatively affected by their work and/or can continue their job safely
• Related to Foreign Postings - conducted for employees and their spouses/dependents 
assigned to, between, and from foreign posts (PSOHP also provides advice to
departments on the level of medical services at
foreign postings and on conditions at post) - (CSB)","Pour les emplois ayant des exigences médicales spécifiques
• S’assurer que les employés sont en sécurité
au travail et que leur emploi est sécuritaire pour eux
• Préparation avant l’embauche
• Planification régulière d’examens de santé –
déterminer si l’employé est affecté négativement par son travail ou peut continuer à accomplir son travail en toute sécurité
• Affectations à l’étranger
Pour les employés affectés à des postes à l’étranger (avant, pendant et après l’affectation) et leur conjoint/leurs personnes à charge (le PSTFP fournit également des conseils aux ministères concernant les
conditions durant l’affectations) - (DGSG)",https://gcconnex.gc.ca/groups/profile/45004291/public-service-occupational-health-program-programme-de-sante-au-travail-de-la-fonction-publique,https://gcconnex.gc.ca/groups/profile/45004291/public-service-occupational-health-program-programme-de-sante-au-travail-de-la-fonction-publique?language=fr,Specialized Health Services and Internationally Protected Persons Program,Services de santé spécialisés et programme des personnes jouissant d'une protection internationale,,gcpass,"intern_gov,person",Y,N,NA,NA,"onl,oth,person,post,tel",0,0,0,0,0,0,0,N,N,N,N,N,N,eml,"PSOHP received requests for 40,287 occupational health evaluations in 2019-20. PSOHP does not track how the request was submitted.  All values ​​from ""Number of telephone enquiries"" drop down are blank because the system only accepts digits. A more accurate representation would be N/A for these 6 fields.",Le PSTFP a reçu la demande de 40 287 évaluations de santé au travail en 2019-20. Le PSTFP ne suit pas la manière dont la demande a été soumise. Le PSTFP ne suit pas la façon dont la demande a été présentée. Toutes les valeurs à partir de « Nombre de demandes téléphoniques » sont vierges parce que le système n’accepte que des chiffres. Une représentation plus exacte serait S.O. pour ces six champs.
2019-2020,732,Public Service Occupational Health Program: Communicable Disease Prevention and Advice,Programme de santé au travail de la fonction publique: Conseils relatifs à la prévention des maladies transmissibles,Health Canada,Santé Canada,enterprise,hr,non,"Travel health counselling, screening tests, immunizations, prescriptions, and education sessions for employees at risk due to occupation, exposure or work location. - (CSB)","Conseils rélatifs à la santé pour les voyageurs, tests de dépistage, services d’immunisation, médicaments prescrits, et séances de formation aux employés à risque en raison de leur profession, de leur exposition ou de leur emplacement - (DGSG)",https://gcconnex.gc.ca/groups/profile/45004291/public-service-occupational-health-program-programme-de-sante-au-travail-de-la-fonction-publique,https://gcconnex.gc.ca/groups/profile/45004291/public-service-occupational-health-program-programme-de-sante-au-travail-de-la-fonction-publique?language=fr,Specialized Health Services and Internationally Protected Persons Program,Services de santé spécialisés et programme des personnes jouissant d'une protection internationale,,"ex_auth,gcpass,in_auth,signin_authenti","intern_gov,person",Y,N,NA,NA,"fax,onl,oth,person",0,0,0,ND,0,ND,0,N,N,N,N,N,N,eml,"PSOHP delivered 14,684  Communicable Disease Prevention and Advice services in 2019-20. PSOHP does not track how the request was submitted.  All values ​​from ""Number of telephone enquiries"" drop down are blank because the system only accepts digits. A more accurate representation would be N/A for these 6 fields.",Le PSTFP a offert 14 684 services conseils en matière de prévention des maladies transmissibles en 2019-20. Le PSTFP ne suit pas la façon dont la demande a été présentée. Toutes les valeurs à partir de « Nombre de demandes téléphoniques » sont vierges parce que le système n’accepte que des chiffres. Une représentation plus exacte serait S.O. pour ces six champs.
2019-2020,736,Public Service Occupational Health Program: Fitness to Work Evaluations,Programme de santé au travail de la fonction publique: Évaluations de l'aptitude au travail,Health Canada,Santé Canada,enterprise,hr,non,Employer requests an evaluation to determine any functional/workplace limitations or restrictions (physical and mental) that an employee may have - (CSB),"L’employeur demande une évaluation afin de déterminer toute limite fonctionnelle ou sur le lieu de travail, ou toute restriction physique et mentale éventuelle de l’employé - (DGSG)",https://gcconnex.gc.ca/groups/profile/45004291/public-service-occupational-health-program-programme-de-sante-au-travail-de-la-fonction-publique,https://gcconnex.gc.ca/groups/profile/45004291/public-service-occupational-health-program-programme-de-sante-au-travail-de-la-fonction-publique?language=fr,Specialized Health Services and Internationally Protected Persons Program,Services de santé spécialisés et programme des personnes jouissant d'une protection internationale,,gcpass,intern_gov,Y,N,NA,NA,"onl,oth,person",0,0,0,ND,0,ND,0,N,N,N,N,N,N,eml,"PSOHP received 377 requests for Fitness to Work Evaluations in 2019-20. PSOHP does not track how the request was submitted.   All values ​​from ""Number of telephone enquiries"" drop down are blank because the system only accepts digits. A more accurate representation would be N/A for these 6 fields.",Le PSTFP a reçu 377 demandes d’évaluations d’aptitude à l’emploi en 2019-2020.  Le PSTFP ne suit pas la manière dont la demande a été soumise. Toutes les valeurs à partir de « Nombre de demandes téléphoniques » sont vierges parce que le système n’accepte que des chiffres. Une représentation plus exacte serait S.O. pour ces six champs.
2019-2020,735,Public Service Occupational Health Program: Occupational Hygiene Advice and Consultation,Programme de santé au travail de la fonction publique: Conseils et consultations en matière d'hygiène du travail,Health Canada,Santé Canada,enterprise,adv,essent,"Advice on hazards and protective measures —issues such as air quality, use of personal protective equipment, noise levels, and exposure to toxins such as fentanyl - (CSB)","Conseils sur les dangers et les mesures de protection – par exemple, qualité de l’air, utilisation d’équipement de protection individuelle, niveaux de bruit et exposition à des toxines, tel que le fentanyl - (DGSG)",https://gcconnex.gc.ca/groups/profile/45004291/public-service-occupational-health-program-programme-de-sante-au-travail-de-la-fonction-publique,https://gcconnex.gc.ca/groups/profile/45004291/public-service-occupational-health-program-programme-de-sante-au-travail-de-la-fonction-publique?language=fr,Specialized Health Services and Internationally Protected Persons Program,Services de santé spécialisés et programme des personnes jouissant d'une protection internationale,,in_auth,intern_gov,Y,N,NA,NA,"eml,onl,tel",0,0,0,0,ND,ND,0,N,N,N,N,N,N,eml,"PSOHP received 116 requests for Occupational Hygiene Advice and Consultation services in 2019-20. PSOHP does not track how the request was submitted.  All values ​​from ""Number of telephone enquiries"" drop down are blank because the system only accepts digits. A more accurate representation would be N/A for these 6 fields.",Le PSTFP a reçu la demande de 116 services de conseils et de consultations liés à l’hygiène professionnelle  du travail en 2019-20. Le PSTFP ne suit pas la manière dont la demande a été soumise. Le PSTFP ne suit pas la façon dont la demande a été présentée. Toutes les valeurs à partir de « Nombre de demandes téléphoniques » sont vierges parce que le système n’accepte que des chiffres. Une représentation plus exacte serait S.O. pour ces six champs.
